"Plot Title: 20940477"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20940477, SEN S/N: 20940477, LBL: temp)","Intensity, lum/ft² (LGR S/N: 20940477, SEN S/N: 20940477, LBL: light)","Coupler Attached (LGR S/N: 20940477)","Host Connected (LGR S/N: 20940477)","Stopped (LGR S/N: 20940477)","End Of File (LGR S/N: 20940477)"
1,10/19/20 03:00:00 PM,23.966,416.0,,,,
2,10/19/20 03:15:00 PM,24.158,416.0,,,,
3,10/19/20 03:30:00 PM,23.966,480.0,,,,
4,10/19/20 03:45:00 PM,24.158,480.0,,,,
5,10/19/20 04:00:00 PM,24.255,480.0,,,,
6,10/19/20 04:15:00 PM,24.351,480.0,,,,
7,10/19/20 04:30:00 PM,24.351,480.0,,,,
8,10/19/20 04:45:00 PM,24.351,480.0,,,,
9,10/19/20 05:00:00 PM,24.351,480.0,,,,
10,10/19/20 05:15:00 PM,24.448,480.0,,,,
11,10/19/20 05:30:00 PM,24.351,496.0,,,,
12,10/19/20 05:45:00 PM,24.158,480.0,,,,
13,10/19/20 06:00:00 PM,24.158,480.0,,,,
14,10/19/20 06:15:00 PM,23.196,0.0,,,,
15,10/19/20 06:30:00 PM,23.100,0.0,,,,
16,10/19/20 06:45:00 PM,23.100,0.0,,,,
17,10/19/20 07:00:00 PM,22.908,0.0,,,,
18,10/19/20 07:15:00 PM,22.717,0.0,,,,
19,10/19/20 07:30:00 PM,22.621,0.0,,,,
20,10/19/20 07:45:00 PM,22.621,0.0,,,,
21,10/19/20 08:00:00 PM,22.525,0.0,,,,
22,10/19/20 08:15:00 PM,22.525,0.0,,,,
23,10/19/20 08:30:00 PM,22.525,0.0,,,,
24,10/19/20 08:45:00 PM,22.525,0.0,,,,
25,10/19/20 09:00:00 PM,22.525,0.0,,,,
26,10/19/20 09:15:00 PM,22.525,0.0,,,,
27,10/19/20 09:30:00 PM,22.525,0.0,,,,
28,10/19/20 09:45:00 PM,22.525,0.0,,,,
29,10/19/20 10:00:00 PM,22.525,0.0,,,,
30,10/19/20 10:15:00 PM,22.525,0.0,,,,
31,10/19/20 10:30:00 PM,22.525,0.0,,,,
32,10/19/20 10:45:00 PM,22.525,0.0,,,,
33,10/19/20 11:00:00 PM,22.525,0.0,,,,
34,10/19/20 11:15:00 PM,22.525,0.0,,,,
35,10/19/20 11:30:00 PM,22.525,0.0,,,,
36,10/19/20 11:45:00 PM,22.525,0.0,,,,
37,10/20/20 12:00:00 AM,22.525,0.0,,,,
38,10/20/20 12:15:00 AM,22.525,0.0,,,,
39,10/20/20 12:30:00 AM,22.525,0.0,,,,
40,10/20/20 12:45:00 AM,22.525,0.0,,,,
41,10/20/20 01:00:00 AM,22.525,0.0,,,,
42,10/20/20 01:15:00 AM,22.525,0.0,,,,
43,10/20/20 01:30:00 AM,22.525,0.0,,,,
44,10/20/20 01:45:00 AM,22.525,0.0,,,,
45,10/20/20 02:00:00 AM,22.525,0.0,,,,
46,10/20/20 02:15:00 AM,22.525,0.0,,,,
47,10/20/20 02:30:00 AM,22.525,0.0,,,,
48,10/20/20 02:45:00 AM,22.525,0.0,,,,
49,10/20/20 03:00:00 AM,22.525,0.0,,,,
50,10/20/20 03:15:00 AM,22.525,0.0,,,,
51,10/20/20 03:30:00 AM,22.525,0.0,,,,
52,10/20/20 03:45:00 AM,22.525,0.0,,,,
53,10/20/20 04:00:00 AM,22.525,0.0,,,,
54,10/20/20 04:15:00 AM,22.525,0.0,,,,
55,10/20/20 04:30:00 AM,22.525,0.0,,,,
56,10/20/20 04:45:00 AM,22.429,0.0,,,,
57,10/20/20 05:00:00 AM,22.525,0.0,,,,
58,10/20/20 05:15:00 AM,22.525,0.0,,,,
59,10/20/20 05:30:00 AM,22.525,0.0,,,,
60,10/20/20 05:45:00 AM,22.525,0.0,,,,
61,10/20/20 06:00:00 AM,22.525,0.0,,,,
62,10/20/20 06:15:00 AM,23.388,496.0,,,,
63,10/20/20 06:30:00 AM,23.484,480.0,,,,
64,10/20/20 06:45:00 AM,23.677,480.0,,,,
65,10/20/20 07:00:00 AM,23.869,480.0,,,,
66,10/20/20 07:15:00 AM,23.966,480.0,,,,
67,10/20/20 07:30:00 AM,23.966,480.0,,,,
68,10/20/20 07:45:00 AM,24.062,480.0,,,,
69,10/20/20 08:00:00 AM,24.062,480.0,,,,
70,10/20/20 08:15:00 AM,24.062,480.0,,,,
71,10/20/20 08:30:00 AM,23.966,480.0,,,,
72,10/20/20 08:45:00 AM,24.062,480.0,,,,
73,10/20/20 09:00:00 AM,24.062,480.0,,,,
74,10/20/20 09:15:00 AM,24.062,480.0,,,,
75,10/20/20 09:30:00 AM,24.062,480.0,,,,
76,10/20/20 09:45:00 AM,24.062,480.0,,,,
77,10/20/20 10:00:00 AM,23.966,480.0,,,,
78,10/20/20 10:15:00 AM,23.966,496.0,,,,
79,10/20/20 10:30:00 AM,23.966,480.0,,,,
80,10/20/20 10:45:00 AM,23.966,480.0,,,,
81,10/20/20 11:00:00 AM,23.966,480.0,,,,
82,10/20/20 11:15:00 AM,23.966,480.0,,,,
83,10/20/20 11:30:00 AM,24.158,480.0,,,,
84,10/20/20 11:45:00 AM,24.255,480.0,,,,
85,10/20/20 12:00:00 PM,24.062,480.0,,,,
86,10/20/20 12:15:00 PM,23.966,480.0,,,,
87,10/20/20 12:30:00 PM,23.966,480.0,,,,
88,10/20/20 12:45:00 PM,24.062,480.0,,,,
89,10/20/20 01:00:00 PM,24.158,464.0,,,,
90,10/20/20 01:15:00 PM,24.158,480.0,,,,
91,10/20/20 01:30:00 PM,24.255,480.0,,,,
92,10/20/20 01:45:00 PM,24.255,480.0,,,,
93,10/20/20 02:00:00 PM,24.255,480.0,,,,
94,10/20/20 02:15:00 PM,24.351,480.0,,,,
95,10/20/20 02:30:00 PM,24.351,480.0,,,,
96,10/20/20 02:45:00 PM,24.255,480.0,,,,
97,10/20/20 03:00:00 PM,24.255,480.0,,,,
98,10/20/20 03:15:00 PM,24.255,480.0,,,,
99,10/20/20 03:30:00 PM,24.255,480.0,,,,
100,10/20/20 03:45:00 PM,24.255,480.0,,,,
101,10/20/20 04:00:00 PM,24.255,480.0,,,,
102,10/20/20 04:15:00 PM,24.351,480.0,,,,
103,10/20/20 04:30:00 PM,24.351,480.0,,,,
104,10/20/20 04:45:00 PM,24.351,480.0,,,,
105,10/20/20 05:00:00 PM,24.448,480.0,,,,
106,10/20/20 05:15:00 PM,24.255,480.0,,,,
107,10/20/20 05:30:00 PM,24.158,480.0,,,,
108,10/20/20 05:45:00 PM,24.158,496.0,,,,
109,10/20/20 06:00:00 PM,24.255,496.0,,,,
110,10/20/20 06:15:00 PM,23.292,0.0,,,,
111,10/20/20 06:30:00 PM,23.196,0.0,,,,
112,10/20/20 06:45:00 PM,23.100,0.0,,,,
113,10/20/20 07:00:00 PM,22.908,0.0,,,,
114,10/20/20 07:15:00 PM,22.812,0.0,,,,
115,10/20/20 07:30:00 PM,22.717,0.0,,,,
116,10/20/20 07:45:00 PM,22.717,0.0,,,,
117,10/20/20 08:00:00 PM,22.621,0.0,,,,
118,10/20/20 08:15:00 PM,22.621,0.0,,,,
119,10/20/20 08:30:00 PM,22.525,0.0,,,,
120,10/20/20 08:45:00 PM,22.525,0.0,,,,
121,10/20/20 09:00:00 PM,22.525,0.0,,,,
122,10/20/20 09:15:00 PM,22.525,0.0,,,,
123,10/20/20 09:30:00 PM,22.525,0.0,,,,
124,10/20/20 09:45:00 PM,22.525,0.0,,,,
125,10/20/20 10:00:00 PM,22.525,0.0,,,,
126,10/20/20 10:15:00 PM,22.525,0.0,,,,
127,10/20/20 10:30:00 PM,22.525,0.0,,,,
128,10/20/20 10:45:00 PM,22.525,0.0,,,,
129,10/20/20 11:00:00 PM,22.525,0.0,,,,
130,10/20/20 11:15:00 PM,22.525,0.0,,,,
131,10/20/20 11:30:00 PM,22.525,0.0,,,,
132,10/20/20 11:45:00 PM,22.525,0.0,,,,
133,10/21/20 12:00:00 AM,22.525,0.0,,,,
134,10/21/20 12:15:00 AM,22.525,0.0,,,,
135,10/21/20 12:30:00 AM,22.525,0.0,,,,
136,10/21/20 12:45:00 AM,22.525,0.0,,,,
137,10/21/20 01:00:00 AM,22.525,0.0,,,,
138,10/21/20 01:15:00 AM,22.525,0.0,,,,
139,10/21/20 01:30:00 AM,22.525,0.0,,,,
140,10/21/20 01:45:00 AM,22.525,0.0,,,,
141,10/21/20 02:00:00 AM,22.525,0.0,,,,
142,10/21/20 02:15:00 AM,22.429,0.0,,,,
143,10/21/20 02:30:00 AM,22.525,0.0,,,,
144,10/21/20 02:45:00 AM,22.525,0.0,,,,
145,10/21/20 03:00:00 AM,22.525,0.0,,,,
146,10/21/20 03:15:00 AM,22.525,0.0,,,,
147,10/21/20 03:30:00 AM,22.525,0.0,,,,
148,10/21/20 03:45:00 AM,22.525,0.0,,,,
149,10/21/20 04:00:00 AM,22.525,0.0,,,,
150,10/21/20 04:15:00 AM,22.525,0.0,,,,
151,10/21/20 04:30:00 AM,22.525,0.0,,,,
152,10/21/20 04:45:00 AM,22.525,0.0,,,,
153,10/21/20 05:00:00 AM,22.525,0.0,,,,
154,10/21/20 05:15:00 AM,22.525,0.0,,,,
155,10/21/20 05:30:00 AM,22.525,0.0,,,,
156,10/21/20 05:45:00 AM,22.525,0.0,,,,
157,10/21/20 06:00:00 AM,22.525,0.0,,,,
158,10/21/20 06:15:00 AM,23.292,496.0,,,,
159,10/21/20 06:30:00 AM,23.484,480.0,,,,
160,10/21/20 06:45:00 AM,23.677,480.0,,,,
161,10/21/20 07:00:00 AM,23.773,496.0,,,,
162,10/21/20 07:15:00 AM,24.062,480.0,,,,
163,10/21/20 07:30:00 AM,24.255,496.0,,,,
164,10/21/20 07:45:00 AM,24.351,496.0,,,,
165,10/21/20 08:00:00 AM,24.255,480.0,,,,
166,10/21/20 08:15:00 AM,24.158,496.0,,,,
167,10/21/20 08:30:00 AM,24.255,480.0,,,,
168,10/21/20 08:45:00 AM,24.351,480.0,,,,
169,10/21/20 09:00:00 AM,24.351,480.0,,,,
170,10/21/20 09:15:00 AM,24.255,480.0,,,,
171,10/21/20 09:30:00 AM,24.351,480.0,,,,
172,10/21/20 09:45:00 AM,24.351,496.0,,,,
173,10/21/20 10:00:00 AM,24.255,480.0,,,,
174,10/21/20 10:15:00 AM,24.158,480.0,,,,
175,10/21/20 10:30:00 AM,24.158,496.0,,,,
176,10/21/20 10:45:00 AM,24.351,480.0,,,,
177,10/21/20 11:00:00 AM,24.351,496.0,,,,
178,10/21/20 11:15:00 AM,24.255,480.0,,,,
179,10/21/20 11:30:00 AM,24.158,496.0,,,,
180,10/21/20 11:45:00 AM,24.255,496.0,,,,
181,10/21/20 12:00:00 PM,24.351,480.0,,,,
182,10/21/20 12:15:00 PM,24.255,480.0,,,,
183,10/21/20 12:30:00 PM,24.351,496.0,,,,
184,10/21/20 12:45:00 PM,24.158,480.0,,,,
185,10/21/20 01:00:00 PM,24.158,480.0,,,,
186,10/21/20 01:15:00 PM,24.255,480.0,,,,
187,10/21/20 01:30:00 PM,24.255,480.0,,,,
188,10/21/20 01:45:00 PM,24.351,480.0,,,,
189,10/21/20 02:00:00 PM,24.158,480.0,,,,
190,10/21/20 02:15:00 PM,24.158,480.0,,,,
191,10/21/20 02:30:00 PM,24.062,496.0,,,,
192,10/21/20 02:45:00 PM,24.062,480.0,,,,
193,10/21/20 03:00:00 PM,24.062,480.0,,,,
194,10/21/20 03:15:00 PM,23.966,480.0,,,,
195,10/21/20 03:30:00 PM,24.158,480.0,,,,
196,10/21/20 03:45:00 PM,24.255,496.0,,,,
197,10/21/20 04:00:00 PM,24.255,480.0,,,,
198,10/21/20 04:15:00 PM,24.255,480.0,,,,
199,10/21/20 04:30:00 PM,24.255,496.0,,,,
200,10/21/20 04:45:00 PM,24.158,480.0,,,,
201,10/21/20 05:00:00 PM,24.062,496.0,,,,
202,10/21/20 05:15:00 PM,23.966,496.0,,,,
203,10/21/20 05:30:00 PM,24.062,480.0,,,,
204,10/21/20 05:45:00 PM,24.062,496.0,,,,
205,10/21/20 06:00:00 PM,23.966,480.0,,,,
206,10/21/20 06:15:00 PM,23.196,0.0,,,,
207,10/21/20 06:30:00 PM,23.196,0.0,,,,
208,10/21/20 06:45:00 PM,23.100,0.0,,,,
209,10/21/20 07:00:00 PM,22.908,0.0,,,,
210,10/21/20 07:15:00 PM,22.717,0.0,,,,
211,10/21/20 07:30:00 PM,22.717,0.0,,,,
212,10/21/20 07:45:00 PM,22.621,0.0,,,,
213,10/21/20 08:00:00 PM,22.525,0.0,,,,
214,10/21/20 08:15:00 PM,22.525,0.0,,,,
215,10/21/20 08:30:00 PM,22.525,0.0,,,,
216,10/21/20 08:45:00 PM,22.525,0.0,,,,
217,10/21/20 09:00:00 PM,22.429,0.0,,,,
218,10/21/20 09:15:00 PM,22.429,0.0,,,,
219,10/21/20 09:30:00 PM,22.429,0.0,,,,
220,10/21/20 09:45:00 PM,22.429,0.0,,,,
221,10/21/20 10:00:00 PM,22.525,0.0,,,,
222,10/21/20 10:15:00 PM,22.525,0.0,,,,
223,10/21/20 10:30:00 PM,22.525,0.0,,,,
224,10/21/20 10:45:00 PM,22.525,0.0,,,,
225,10/21/20 11:00:00 PM,22.429,0.0,,,,
226,10/21/20 11:15:00 PM,22.525,0.0,,,,
227,10/21/20 11:30:00 PM,22.525,0.0,,,,
228,10/21/20 11:45:00 PM,22.525,0.0,,,,
229,10/22/20 12:00:00 AM,22.525,0.0,,,,
230,10/22/20 12:15:00 AM,22.525,0.0,,,,
231,10/22/20 12:30:00 AM,22.525,0.0,,,,
232,10/22/20 12:45:00 AM,22.525,0.0,,,,
233,10/22/20 01:00:00 AM,22.525,0.0,,,,
234,10/22/20 01:15:00 AM,22.525,0.0,,,,
235,10/22/20 01:30:00 AM,22.525,0.0,,,,
236,10/22/20 01:45:00 AM,22.525,0.0,,,,
