"Plot Title: 20940481"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20940481, SEN S/N: 20940481, LBL: temp)","Intensity, lum/ft² (LGR S/N: 20940481, SEN S/N: 20940481, LBL: light)","Coupler Attached (LGR S/N: 20940481)","Host Connected (LGR S/N: 20940481)","Stopped (LGR S/N: 20940481)","End Of File (LGR S/N: 20940481)"
1,01/04/21 12:00:00 PM,29.352,1088.0,,,,
2,01/04/21 12:15:00 PM,28.555,672.0,,,,
3,01/04/21 12:30:00 PM,29.252,1088.0,,,,
4,01/04/21 12:45:00 PM,28.655,1088.0,,,,
5,01/04/21 01:00:00 PM,28.655,1152.0,,,,
6,01/04/21 01:15:00 PM,28.456,1088.0,,,,
7,01/04/21 01:30:00 PM,28.258,1088.0,,,,
8,01/04/21 01:45:00 PM,28.258,1088.0,,,,
9,01/04/21 02:00:00 PM,28.159,1088.0,,,,
10,01/04/21 02:15:00 PM,28.159,1088.0,,,,
11,01/04/21 02:30:00 PM,28.159,1088.0,,,,
12,01/04/21 02:45:00 PM,28.159,1152.0,,,,
13,01/04/21 03:00:00 PM,28.060,1088.0,,,,
14,01/04/21 03:15:00 PM,28.060,1152.0,,,,
15,01/04/21 03:30:00 PM,28.060,1088.0,,,,
16,01/04/21 03:45:00 PM,28.060,1152.0,,,,
17,01/04/21 04:00:00 PM,27.961,1088.0,,,,
18,01/04/21 04:15:00 PM,28.060,1088.0,,,,
19,01/04/21 04:30:00 PM,28.060,1088.0,,,,
20,01/04/21 04:45:00 PM,28.060,1088.0,,,,
21,01/04/21 05:00:00 PM,28.060,1088.0,,,,
22,01/04/21 05:15:00 PM,28.060,1088.0,,,,
23,01/04/21 05:30:00 PM,28.060,1088.0,,,,
24,01/04/21 05:45:00 PM,28.159,1152.0,,,,
25,01/04/21 06:00:00 PM,28.060,1088.0,,,,
26,01/04/21 06:15:00 PM,27.272,0.0,,,,
27,01/04/21 06:30:00 PM,27.173,0.0,,,,
28,01/04/21 06:45:00 PM,27.567,0.0,,,,
29,01/04/21 07:00:00 PM,27.862,0.0,,,,
30,01/04/21 07:15:00 PM,27.961,0.0,,,,
31,01/04/21 07:30:00 PM,28.060,0.0,,,,
32,01/04/21 07:45:00 PM,28.159,0.0,,,,
33,01/04/21 08:00:00 PM,28.159,0.0,,,,
34,01/04/21 08:15:00 PM,28.159,0.0,,,,
35,01/04/21 08:30:00 PM,28.258,0.0,,,,
36,01/04/21 08:45:00 PM,28.258,0.0,,,,
37,01/04/21 09:00:00 PM,28.258,0.0,,,,
38,01/04/21 09:15:00 PM,28.258,0.0,,,,
39,01/04/21 09:30:00 PM,28.258,0.0,,,,
40,01/04/21 09:45:00 PM,28.258,0.0,,,,
41,01/04/21 10:00:00 PM,28.258,0.0,,,,
42,01/04/21 10:15:00 PM,28.258,0.0,,,,
43,01/04/21 10:30:00 PM,28.258,0.0,,,,
44,01/04/21 10:45:00 PM,28.258,0.0,,,,
45,01/04/21 11:00:00 PM,28.258,0.0,,,,
46,01/04/21 11:15:00 PM,28.258,0.0,,,,
47,01/04/21 11:30:00 PM,28.258,0.0,,,,
48,01/04/21 11:45:00 PM,28.258,0.0,,,,
49,01/05/21 12:00:00 AM,28.258,0.0,,,,
50,01/05/21 12:15:00 AM,28.258,0.0,,,,
51,01/05/21 12:30:00 AM,28.258,0.0,,,,
52,01/05/21 12:45:00 AM,28.258,0.0,,,,
53,01/05/21 01:00:00 AM,28.258,0.0,,,,
54,01/05/21 01:15:00 AM,28.258,0.0,,,,
55,01/05/21 01:30:00 AM,28.258,0.0,,,,
56,01/05/21 01:45:00 AM,28.258,0.0,,,,
57,01/05/21 02:00:00 AM,28.258,0.0,,,,
58,01/05/21 02:15:00 AM,28.258,0.0,,,,
59,01/05/21 02:30:00 AM,28.258,0.0,,,,
60,01/05/21 02:45:00 AM,28.258,0.0,,,,
61,01/05/21 03:00:00 AM,28.258,0.0,,,,
62,01/05/21 03:15:00 AM,28.258,0.0,,,,
63,01/05/21 03:30:00 AM,28.258,0.0,,,,
64,01/05/21 03:45:00 AM,28.258,0.0,,,,
65,01/05/21 04:00:00 AM,28.258,0.0,,,,
66,01/05/21 04:15:00 AM,28.258,0.0,,,,
67,01/05/21 04:30:00 AM,28.258,0.0,,,,
68,01/05/21 04:45:00 AM,28.258,0.0,,,,
69,01/05/21 05:00:00 AM,28.258,0.0,,,,
70,01/05/21 05:15:00 AM,28.258,0.0,,,,
71,01/05/21 05:30:00 AM,28.258,0.0,,,,
72,01/05/21 05:45:00 AM,28.258,0.0,,,,
73,01/05/21 06:00:00 AM,28.258,0.0,,,,
74,01/05/21 06:15:00 AM,29.552,1152.0,,,,
75,01/05/21 06:30:00 AM,29.652,1088.0,,,,
76,01/05/21 06:45:00 AM,28.853,1088.0,,,,
77,01/05/21 07:00:00 AM,28.555,1152.0,,,,
78,01/05/21 07:15:00 AM,28.357,1152.0,,,,
79,01/05/21 07:30:00 AM,28.456,1088.0,,,,
80,01/05/21 07:45:00 AM,28.555,1152.0,,,,
81,01/05/21 08:00:00 AM,28.456,1088.0,,,,
82,01/05/21 08:15:00 AM,28.258,1088.0,,,,
83,01/05/21 08:30:00 AM,28.258,1088.0,,,,
