"Plot Title: 20940480"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20940480, SEN S/N: 20940480, LBL: temp)","Intensity, lum/ft² (LGR S/N: 20940480, SEN S/N: 20940480, LBL: light)","Coupler Attached (LGR S/N: 20940480)","Host Connected (LGR S/N: 20940480)","Stopped (LGR S/N: 20940480)","End Of File (LGR S/N: 20940480)"
1,12/28/20 01:00:00 PM,28.953,1088.0,,,,
2,12/28/20 01:15:00 PM,28.953,1024.0,,,,
3,12/28/20 01:30:00 PM,28.953,1024.0,,,,
4,12/28/20 01:45:00 PM,28.953,1024.0,,,,
5,12/28/20 02:00:00 PM,29.053,1024.0,,,,
6,12/28/20 02:15:00 PM,28.953,1024.0,,,,
7,12/28/20 02:30:00 PM,28.853,1024.0,,,,
8,12/28/20 02:45:00 PM,28.754,1024.0,,,,
9,12/28/20 03:00:00 PM,28.853,1024.0,,,,
10,12/28/20 03:15:00 PM,29.053,1024.0,,,,
11,12/28/20 03:30:00 PM,28.953,1024.0,,,,
12,12/28/20 03:45:00 PM,28.953,1024.0,,,,
13,12/28/20 04:00:00 PM,28.953,1024.0,,,,
14,12/28/20 04:15:00 PM,28.953,1088.0,,,,
15,12/28/20 04:30:00 PM,28.953,1088.0,,,,
16,12/28/20 04:45:00 PM,28.853,1088.0,,,,
17,12/28/20 05:00:00 PM,28.853,1024.0,,,,
18,12/28/20 05:15:00 PM,28.853,1024.0,,,,
19,12/28/20 05:30:00 PM,28.853,1024.0,,,,
20,12/28/20 05:45:00 PM,28.853,1024.0,,,,
21,12/28/20 06:00:00 PM,28.853,1024.0,,,,
22,12/28/20 06:15:00 PM,27.370,0.0,,,,
23,12/28/20 06:30:00 PM,27.173,0.0,,,,
24,12/28/20 06:45:00 PM,27.272,0.0,,,,
25,12/28/20 07:00:00 PM,27.370,0.0,,,,
26,12/28/20 07:15:00 PM,27.272,0.0,,,,
27,12/28/20 07:30:00 PM,27.272,0.0,,,,
28,12/28/20 07:45:00 PM,27.272,0.0,,,,
29,12/28/20 08:00:00 PM,27.272,0.0,,,,
30,12/28/20 08:15:00 PM,27.272,0.0,,,,
31,12/28/20 08:30:00 PM,27.272,0.0,,,,
32,12/28/20 08:45:00 PM,27.272,0.0,,,,
33,12/28/20 09:00:00 PM,27.272,0.0,,,,
34,12/28/20 09:15:00 PM,27.272,0.0,,,,
35,12/28/20 09:30:00 PM,27.272,0.0,,,,
36,12/28/20 09:45:00 PM,27.272,0.0,,,,
37,12/28/20 10:00:00 PM,27.272,0.0,,,,
38,12/28/20 10:15:00 PM,27.272,0.0,,,,
39,12/28/20 10:30:00 PM,27.272,0.0,,,,
40,12/28/20 10:45:00 PM,27.272,0.0,,,,
41,12/28/20 11:00:00 PM,27.272,0.0,,,,
42,12/28/20 11:15:00 PM,27.272,0.0,,,,
43,12/28/20 11:30:00 PM,27.272,0.0,,,,
44,12/28/20 11:45:00 PM,27.272,0.0,,,,
45,12/29/20 12:00:00 AM,27.272,0.0,,,,
46,12/29/20 12:15:00 AM,27.272,0.0,,,,
47,12/29/20 12:30:00 AM,27.272,0.0,,,,
48,12/29/20 12:45:00 AM,27.272,0.0,,,,
49,12/29/20 01:00:00 AM,27.272,0.0,,,,
50,12/29/20 01:15:00 AM,27.272,0.0,,,,
51,12/29/20 01:30:00 AM,27.272,0.0,,,,
52,12/29/20 01:45:00 AM,27.272,0.0,,,,
53,12/29/20 02:00:00 AM,27.272,0.0,,,,
54,12/29/20 02:15:00 AM,27.272,0.0,,,,
55,12/29/20 02:30:00 AM,27.272,0.0,,,,
56,12/29/20 02:45:00 AM,27.272,0.0,,,,
57,12/29/20 03:00:00 AM,27.272,0.0,,,,
58,12/29/20 03:15:00 AM,27.272,0.0,,,,
59,12/29/20 03:30:00 AM,27.272,0.0,,,,
60,12/29/20 03:45:00 AM,27.272,0.0,,,,
61,12/29/20 04:00:00 AM,27.272,0.0,,,,
62,12/29/20 04:15:00 AM,27.272,0.0,,,,
63,12/29/20 04:30:00 AM,27.468,0.0,,,,
64,12/29/20 04:45:00 AM,27.370,0.0,,,,
65,12/29/20 05:00:00 AM,27.370,0.0,,,,
66,12/29/20 05:15:00 AM,27.272,0.0,,,,
67,12/29/20 05:30:00 AM,27.272,0.0,,,,
68,12/29/20 05:45:00 AM,27.272,0.0,,,,
69,12/29/20 06:00:00 AM,27.272,0.0,,,,
70,12/29/20 06:15:00 AM,28.754,1088.0,,,,
71,12/29/20 06:30:00 AM,28.853,1024.0,,,,
72,12/29/20 06:45:00 AM,28.754,1024.0,,,,
73,12/29/20 07:00:00 AM,28.754,1024.0,,,,
74,12/29/20 07:15:00 AM,28.655,1024.0,,,,
75,12/29/20 07:30:00 AM,28.754,1024.0,,,,
76,12/29/20 07:45:00 AM,28.655,1024.0,,,,
77,12/29/20 08:00:00 AM,28.655,1088.0,,,,
78,12/29/20 08:15:00 AM,28.754,1024.0,,,,
79,12/29/20 08:30:00 AM,28.754,1024.0,,,,
80,12/29/20 08:45:00 AM,28.853,1024.0,,,,
81,12/29/20 09:00:00 AM,28.853,1024.0,,,,
82,12/29/20 09:15:00 AM,28.853,1024.0,,,,
83,12/29/20 09:30:00 AM,29.053,1024.0,,,,
84,12/29/20 09:45:00 AM,28.953,1024.0,,,,
85,12/29/20 10:00:00 AM,28.853,1024.0,,,,
86,12/29/20 10:15:00 AM,28.754,1024.0,,,,
87,12/29/20 10:30:00 AM,28.754,1024.0,,,,
88,12/29/20 10:45:00 AM,28.953,1024.0,,,,
89,12/29/20 11:00:00 AM,29.053,1024.0,,,,
90,12/29/20 11:15:00 AM,28.953,1024.0,,,,
91,12/29/20 11:30:00 AM,28.953,1024.0,,,,
92,12/29/20 11:45:00 AM,28.953,1024.0,,,,
93,12/29/20 12:00:00 PM,28.853,1024.0,,,,
94,12/29/20 12:15:00 PM,28.853,1024.0,,,,
95,12/29/20 12:30:00 PM,28.853,1024.0,,,,
96,12/29/20 12:45:00 PM,28.853,1024.0,,,,
97,12/29/20 01:00:00 PM,28.853,1024.0,,,,
98,12/29/20 01:15:00 PM,28.853,1088.0,,,,
99,12/29/20 01:30:00 PM,28.853,1088.0,,,,
100,12/29/20 01:45:00 PM,28.853,1024.0,,,,
101,12/29/20 02:00:00 PM,28.853,1024.0,,,,
102,12/29/20 02:15:00 PM,28.754,1024.0,,,,
103,12/29/20 02:30:00 PM,28.853,1024.0,,,,
104,12/29/20 02:45:00 PM,29.053,1024.0,,,,
105,12/29/20 03:00:00 PM,29.053,1024.0,,,,
106,12/29/20 03:15:00 PM,28.953,1024.0,,,,
107,12/29/20 03:30:00 PM,28.953,1024.0,,,,
108,12/29/20 03:45:00 PM,28.953,1024.0,,,,
109,12/29/20 04:00:00 PM,28.953,1024.0,,,,
110,12/29/20 04:15:00 PM,28.953,1024.0,,,,
111,12/29/20 04:30:00 PM,28.953,1024.0,,,,
112,12/29/20 04:45:00 PM,28.853,1024.0,,,,
113,12/29/20 05:00:00 PM,28.853,1024.0,,,,
114,12/29/20 05:15:00 PM,28.853,1024.0,,,,
115,12/29/20 05:30:00 PM,28.853,1088.0,,,,
116,12/29/20 05:45:00 PM,28.953,1024.0,,,,
117,12/29/20 06:00:00 PM,28.853,1024.0,,,,
118,12/29/20 06:15:00 PM,27.370,0.0,,,,
