"Plot Title: 20940477"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20940477, SEN S/N: 20940477, LBL: temp)","Intensity, Lux (LGR S/N: 20940477, SEN S/N: 20940477, LBL: light)","Coupler Attached (LGR S/N: 20940477)","Host Connected (LGR S/N: 20940477)","Stopped (LGR S/N: 20940477)","End Of File (LGR S/N: 20940477)"
1,11/12/20 03:00:00 PM,23.292,2927.8,,,,
2,11/12/20 03:15:00 PM,23.292,2927.8,,,,
3,11/12/20 03:30:00 PM,23.196,2927.8,,,,
4,11/12/20 03:45:00 PM,23.966,2927.8,,,,
5,11/12/20 04:00:00 PM,23.292,2927.8,,,,
6,11/12/20 04:15:00 PM,23.292,2927.8,,,,
7,11/12/20 04:30:00 PM,23.196,2927.8,,,,
8,11/12/20 04:45:00 PM,23.196,2927.8,,,,
9,11/12/20 05:00:00 PM,23.196,2927.8,,,,
10,11/12/20 05:15:00 PM,23.196,2927.8,,,,
11,11/12/20 05:30:00 PM,23.196,2927.8,,,,
12,11/12/20 05:45:00 PM,23.100,2755.6,,,,
13,11/12/20 06:00:00 PM,23.100,2927.8,,,,
14,11/12/20 06:15:00 PM,23.388,0.0,,,,
15,11/12/20 06:30:00 PM,24.448,0.0,,,,
16,11/12/20 06:45:00 PM,24.545,0.0,,,,
17,11/12/20 07:00:00 PM,24.545,0.0,,,,
18,11/12/20 07:15:00 PM,24.545,0.0,,,,
19,11/12/20 07:30:00 PM,24.545,0.0,,,,
20,11/12/20 07:45:00 PM,24.545,0.0,,,,
21,11/12/20 08:00:00 PM,24.545,0.0,,,,
22,11/12/20 08:15:00 PM,24.545,0.0,,,,
23,11/12/20 08:30:00 PM,24.545,0.0,,,,
24,11/12/20 08:45:00 PM,24.545,0.0,,,,
25,11/12/20 09:00:00 PM,24.545,0.0,,,,
26,11/12/20 09:15:00 PM,24.545,0.0,,,,
27,11/12/20 09:30:00 PM,24.545,0.0,,,,
28,11/12/20 09:45:00 PM,24.545,0.0,,,,
29,11/12/20 10:00:00 PM,24.545,0.0,,,,
30,11/12/20 10:15:00 PM,24.545,0.0,,,,
31,11/12/20 10:30:00 PM,24.545,0.0,,,,
32,11/12/20 10:45:00 PM,24.545,0.0,,,,
33,11/12/20 11:00:00 PM,24.545,0.0,,,,
34,11/12/20 11:15:00 PM,24.545,0.0,,,,
35,11/12/20 11:30:00 PM,24.545,0.0,,,,
36,11/12/20 11:45:00 PM,24.545,0.0,,,,
37,11/13/20 12:00:00 AM,24.545,0.0,,,,
38,11/13/20 12:15:00 AM,24.545,0.0,,,,
39,11/13/20 12:30:00 AM,24.545,0.0,,,,
40,11/13/20 12:45:00 AM,24.545,0.0,,,,
41,11/13/20 01:00:00 AM,24.545,0.0,,,,
42,11/13/20 01:15:00 AM,24.545,0.0,,,,
43,11/13/20 01:30:00 AM,24.545,0.0,,,,
44,11/13/20 01:45:00 AM,24.545,0.0,,,,
45,11/13/20 02:00:00 AM,24.545,0.0,,,,
46,11/13/20 02:15:00 AM,24.545,0.0,,,,
47,11/13/20 02:30:00 AM,24.545,0.0,,,,
48,11/13/20 02:45:00 AM,24.545,0.0,,,,
49,11/13/20 03:00:00 AM,24.545,0.0,,,,
50,11/13/20 03:15:00 AM,24.545,0.0,,,,
51,11/13/20 03:30:00 AM,24.545,0.0,,,,
52,11/13/20 03:45:00 AM,24.545,0.0,,,,
53,11/13/20 04:00:00 AM,24.545,0.0,,,,
54,11/13/20 04:15:00 AM,24.545,0.0,,,,
55,11/13/20 04:30:00 AM,24.545,0.0,,,,
56,11/13/20 04:45:00 AM,24.545,0.0,,,,
57,11/13/20 05:00:00 AM,24.545,0.0,,,,
58,11/13/20 05:15:00 AM,24.545,0.0,,,,
59,11/13/20 05:30:00 AM,24.545,0.0,,,,
60,11/13/20 05:45:00 AM,24.545,0.0,,,,
61,11/13/20 06:00:00 AM,24.545,0.0,,,,
62,11/13/20 06:15:00 AM,24.158,2927.8,,,,
63,11/13/20 06:30:00 AM,23.004,2927.8,,,,
64,11/13/20 06:45:00 AM,22.908,2927.8,,,,
65,11/13/20 07:00:00 AM,23.004,2927.8,,,,
66,11/13/20 07:15:00 AM,23.100,2927.8,,,,
67,11/13/20 07:30:00 AM,23.100,2927.8,,,,
68,11/13/20 07:45:00 AM,23.100,2927.8,,,,
69,11/13/20 08:00:00 AM,23.100,2927.8,,,,
70,11/13/20 08:15:00 AM,23.196,2927.8,,,,
71,11/13/20 08:30:00 AM,23.196,2927.8,,,,
72,11/13/20 08:45:00 AM,23.100,2927.8,,,,
73,11/13/20 09:00:00 AM,23.100,2927.8,,,,
74,11/13/20 09:15:00 AM,23.100,2927.8,,,,
75,11/13/20 09:30:00 AM,23.004,2927.8,,,,
76,11/13/20 09:45:00 AM,23.100,2927.8,,,,
77,11/13/20 10:00:00 AM,23.196,2927.8,,,,
78,11/13/20 10:15:00 AM,23.196,2927.8,,,,
79,11/13/20 10:30:00 AM,23.100,2927.8,,,,
80,11/13/20 10:45:00 AM,23.100,2927.8,,,,
81,11/13/20 11:00:00 AM,23.100,2927.8,,,,
82,11/13/20 11:15:00 AM,23.100,2927.8,,,,
83,11/13/20 11:30:00 AM,23.196,2927.8,,,,
84,11/13/20 11:45:00 AM,23.196,2927.8,,,,
85,11/13/20 12:00:00 PM,23.196,2927.8,,,,
86,11/13/20 12:15:00 PM,23.196,2927.8,,,,
87,11/13/20 12:30:00 PM,23.196,2927.8,,,,
88,11/13/20 12:45:00 PM,23.196,2927.8,,,,
89,11/13/20 01:00:00 PM,23.196,2927.8,,,,
90,11/13/20 01:15:00 PM,23.196,2927.8,,,,
91,11/13/20 01:30:00 PM,23.196,2927.8,,,,
92,11/13/20 01:45:00 PM,23.292,2927.8,,,,
93,11/13/20 02:00:00 PM,23.292,2927.8,,,,
94,11/13/20 02:15:00 PM,23.292,2927.8,,,,
95,11/13/20 02:30:00 PM,23.292,2927.8,,,,
96,11/13/20 02:45:00 PM,23.196,2927.8,,,,
97,11/13/20 03:00:00 PM,23.100,2927.8,,,,
98,11/13/20 03:15:00 PM,23.100,2927.8,,,,
99,11/13/20 03:30:00 PM,23.004,2927.8,,,,
100,11/13/20 03:45:00 PM,23.004,2927.8,,,,
101,11/13/20 04:00:00 PM,23.100,2927.8,,,,
102,11/13/20 04:15:00 PM,23.196,2927.8,,,,
103,11/13/20 04:30:00 PM,23.100,2927.8,,,,
104,11/13/20 04:45:00 PM,23.100,2927.8,,,,
105,11/13/20 05:00:00 PM,23.196,2927.8,,,,
106,11/13/20 05:15:00 PM,23.196,2927.8,,,,
107,11/13/20 05:30:00 PM,23.100,2927.8,,,,
108,11/13/20 05:45:00 PM,23.004,2927.8,,,,
109,11/13/20 06:00:00 PM,23.004,2927.8,,,,
110,11/13/20 06:15:00 PM,23.388,0.0,,,,
111,11/13/20 06:30:00 PM,24.448,0.0,,,,
112,11/13/20 06:45:00 PM,24.545,0.0,,,,
113,11/13/20 07:00:00 PM,24.545,0.0,,,,
114,11/13/20 07:15:00 PM,24.545,0.0,,,,
115,11/13/20 07:30:00 PM,24.448,0.0,,,,
116,11/13/20 07:45:00 PM,24.448,0.0,,,,
117,11/13/20 08:00:00 PM,24.448,0.0,,,,
118,11/13/20 08:15:00 PM,24.448,0.0,,,,
119,11/13/20 08:30:00 PM,24.448,0.0,,,,
120,11/13/20 08:45:00 PM,24.448,0.0,,,,
121,11/13/20 09:00:00 PM,24.448,0.0,,,,
122,11/13/20 09:15:00 PM,24.448,0.0,,,,
123,11/13/20 09:30:00 PM,24.448,0.0,,,,
124,11/13/20 09:45:00 PM,24.448,0.0,,,,
125,11/13/20 10:00:00 PM,24.545,0.0,,,,
126,11/13/20 10:15:00 PM,24.545,0.0,,,,
127,11/13/20 10:30:00 PM,24.545,0.0,,,,
128,11/13/20 10:45:00 PM,24.545,0.0,,,,
129,11/13/20 11:00:00 PM,24.545,0.0,,,,
130,11/13/20 11:15:00 PM,24.545,0.0,,,,
131,11/13/20 11:30:00 PM,24.545,0.0,,,,
132,11/13/20 11:45:00 PM,24.545,0.0,,,,
133,11/14/20 12:00:00 AM,24.545,0.0,,,,
134,11/14/20 12:15:00 AM,24.545,0.0,,,,
135,11/14/20 12:30:00 AM,24.545,0.0,,,,
136,11/14/20 12:45:00 AM,24.545,0.0,,,,
137,11/14/20 01:00:00 AM,24.545,0.0,,,,
138,11/14/20 01:15:00 AM,24.545,0.0,,,,
139,11/14/20 01:30:00 AM,24.545,0.0,,,,
140,11/14/20 01:45:00 AM,24.545,0.0,,,,
141,11/14/20 02:00:00 AM,24.545,0.0,,,,
142,11/14/20 02:15:00 AM,24.545,0.0,,,,
143,11/14/20 02:30:00 AM,24.545,0.0,,,,
144,11/14/20 02:45:00 AM,24.545,0.0,,,,
145,11/14/20 03:00:00 AM,24.545,0.0,,,,
146,11/14/20 03:15:00 AM,24.545,0.0,,,,
147,11/14/20 03:30:00 AM,24.545,0.0,,,,
148,11/14/20 03:45:00 AM,24.545,0.0,,,,
149,11/14/20 04:00:00 AM,24.545,0.0,,,,
150,11/14/20 04:15:00 AM,24.545,0.0,,,,
151,11/14/20 04:30:00 AM,24.545,0.0,,,,
152,11/14/20 04:45:00 AM,24.545,0.0,,,,
153,11/14/20 05:00:00 AM,24.545,0.0,,,,
154,11/14/20 05:15:00 AM,24.545,0.0,,,,
155,11/14/20 05:30:00 AM,24.545,0.0,,,,
