"Plot Title: 20940478"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20940478, SEN S/N: 20940478, LBL: temp)","Intensity, lum/ft² (LGR S/N: 20940478, SEN S/N: 20940478, LBL: light)","Host Connected (LGR S/N: 20940478)","Coupler Attached (LGR S/N: 20940478)","Stopped (LGR S/N: 20940478)","End Of File (LGR S/N: 20940478)"
1,10/26/20 01:15:00 PM,19.282,216.0,,,,
2,10/26/20 01:30:00 PM,18.806,208.0,,,,
3,10/26/20 01:45:00 PM,18.711,208.0,,,,
4,10/26/20 02:00:00 PM,18.711,208.0,,,,
5,10/26/20 02:15:00 PM,18.616,208.0,,,,
6,10/26/20 02:30:00 PM,18.616,216.0,,,,
7,10/26/20 02:45:00 PM,18.616,216.0,,,,
8,10/26/20 03:00:00 PM,18.616,216.0,,,,
9,10/26/20 03:15:00 PM,18.616,208.0,,,,
10,10/26/20 03:30:00 PM,18.521,208.0,,,,
11,10/26/20 03:45:00 PM,18.426,216.0,,,,
12,10/26/20 04:00:00 PM,18.331,208.0,,,,
13,10/26/20 04:15:00 PM,18.331,208.0,,,,
14,10/26/20 04:30:00 PM,18.331,216.0,,,,
15,10/26/20 04:45:00 PM,18.331,208.0,,,,
16,10/26/20 05:00:00 PM,18.236,216.0,,,,
17,10/26/20 05:15:00 PM,18.236,208.0,,,,
18,10/26/20 05:30:00 PM,18.236,208.0,,,,
19,10/26/20 05:45:00 PM,18.236,208.0,,,,
20,10/26/20 06:00:00 PM,18.426,216.0,,,,
21,10/26/20 06:15:00 PM,18.045,0.0,,,,
22,10/26/20 06:30:00 PM,18.331,0.0,,,,
23,10/26/20 06:45:00 PM,18.996,0.0,,,,
24,10/26/20 07:00:00 PM,19.567,0.0,,,,
25,10/26/20 07:15:00 PM,19.948,0.0,,,,
26,10/26/20 07:30:00 PM,20.138,0.0,,,,
27,10/26/20 07:45:00 PM,20.329,0.0,,,,
28,10/26/20 08:00:00 PM,20.519,0.0,,,,
29,10/26/20 08:15:00 PM,20.615,0.0,,,,
30,10/26/20 08:30:00 PM,20.710,0.0,,,,
31,10/26/20 08:45:00 PM,20.710,0.0,,,,
32,10/26/20 09:00:00 PM,20.805,0.0,,,,
33,10/26/20 09:15:00 PM,20.805,0.0,,,,
34,10/26/20 09:30:00 PM,20.901,0.0,,,,
35,10/26/20 09:45:00 PM,20.901,0.0,,,,
36,10/26/20 10:00:00 PM,20.901,0.0,,,,
37,10/26/20 10:15:00 PM,20.901,0.0,,,,
38,10/26/20 10:30:00 PM,20.901,0.0,,,,
39,10/26/20 10:45:00 PM,20.996,0.0,,,,
40,10/26/20 11:00:00 PM,20.996,0.0,,,,
41,10/26/20 11:15:00 PM,20.996,0.0,,,,
42,10/26/20 11:30:00 PM,20.996,0.0,,,,
43,10/26/20 11:45:00 PM,20.901,0.0,,,,
44,10/27/20 12:00:00 AM,20.996,0.0,,,,
45,10/27/20 12:15:00 AM,20.901,0.0,,,,
46,10/27/20 12:30:00 AM,20.996,0.0,,,,
47,10/27/20 12:45:00 AM,20.996,0.0,,,,
48,10/27/20 01:00:00 AM,20.996,0.0,,,,
49,10/27/20 01:15:00 AM,20.996,0.0,,,,
50,10/27/20 01:30:00 AM,20.996,0.0,,,,
51,10/27/20 01:45:00 AM,20.996,0.0,,,,
52,10/27/20 02:00:00 AM,20.996,0.0,,,,
53,10/27/20 02:15:00 AM,20.996,0.0,,,,
54,10/27/20 02:30:00 AM,20.901,0.0,,,,
55,10/27/20 02:45:00 AM,20.901,0.0,,,,
56,10/27/20 03:00:00 AM,20.996,0.0,,,,
57,10/27/20 03:15:00 AM,20.996,0.0,,,,
58,10/27/20 03:30:00 AM,20.996,0.0,,,,
59,10/27/20 03:45:00 AM,20.996,0.0,,,,
60,10/27/20 04:00:00 AM,20.996,0.0,,,,
61,10/27/20 04:15:00 AM,20.901,0.0,,,,
62,10/27/20 04:30:00 AM,20.996,0.0,,,,
63,10/27/20 04:45:00 AM,20.996,0.0,,,,
64,10/27/20 05:00:00 AM,20.996,0.0,,,,
65,10/27/20 05:15:00 AM,20.996,0.0,,,,
66,10/27/20 05:30:00 AM,20.996,0.0,,,,
67,10/27/20 05:45:00 AM,20.901,0.0,,,,
68,10/27/20 06:00:00 AM,20.901,0.0,,,,
69,10/27/20 06:15:00 AM,21.378,216.0,,,,
70,10/27/20 06:30:00 AM,20.901,216.0,,,,
71,10/27/20 06:45:00 AM,19.948,216.0,,,,
72,10/27/20 07:00:00 AM,19.282,216.0,,,,
73,10/27/20 07:15:00 AM,18.901,216.0,,,,
74,10/27/20 07:30:00 AM,18.711,216.0,,,,
75,10/27/20 07:45:00 AM,18.711,208.0,,,,
76,10/27/20 08:00:00 AM,18.616,216.0,,,,
77,10/27/20 08:15:00 AM,18.521,216.0,,,,
78,10/27/20 08:30:00 AM,18.331,216.0,,,,
79,10/27/20 08:45:00 AM,18.331,216.0,,,,
80,10/27/20 09:00:00 AM,18.236,208.0,,,,
81,10/27/20 09:15:00 AM,18.236,208.0,,,,
82,10/27/20 09:30:00 AM,18.236,216.0,,,,
83,10/27/20 09:45:00 AM,18.236,216.0,,,,
84,10/27/20 10:00:00 AM,18.236,216.0,,,,
85,10/27/20 10:15:00 AM,18.236,208.0,,,,
86,10/27/20 10:30:00 AM,18.236,216.0,,,,
87,10/27/20 10:45:00 AM,18.140,208.0,,,,
88,10/27/20 11:00:00 AM,18.140,216.0,,,,
89,10/27/20 11:15:00 AM,18.140,216.0,,,,
90,10/27/20 11:30:00 AM,18.236,216.0,,,,
91,10/27/20 11:45:00 AM,18.426,216.0,,,,
92,10/27/20 12:00:00 PM,18.331,216.0,,,,
93,10/27/20 12:15:00 PM,18.236,216.0,,,,
94,10/27/20 12:30:00 PM,18.331,216.0,,,,
95,10/27/20 12:45:00 PM,18.331,216.0,,,,
96,10/27/20 01:00:00 PM,18.426,216.0,,,,
97,10/27/20 01:15:00 PM,18.426,216.0,,,,
98,10/27/20 01:30:00 PM,18.331,216.0,,,,
99,10/27/20 01:45:00 PM,18.331,216.0,,,,
100,10/27/20 02:00:00 PM,18.426,216.0,,,,
101,10/27/20 02:15:00 PM,18.426,216.0,,,,
102,10/27/20 02:30:00 PM,18.331,216.0,,,,
103,10/27/20 02:45:00 PM,18.426,216.0,,,,
104,10/27/20 03:00:00 PM,18.426,216.0,,,,
105,10/27/20 03:15:00 PM,18.426,216.0,,,,
106,10/27/20 03:30:00 PM,18.426,216.0,,,,
107,10/27/20 03:45:00 PM,18.521,216.0,,,,
108,10/27/20 04:00:00 PM,18.521,216.0,,,,
109,10/27/20 04:15:00 PM,18.521,216.0,,,,
110,10/27/20 04:30:00 PM,18.521,216.0,,,,
111,10/27/20 04:45:00 PM,18.521,216.0,,,,
112,10/27/20 05:00:00 PM,18.616,216.0,,,,
113,10/27/20 05:15:00 PM,18.616,216.0,,,,
114,10/27/20 05:30:00 PM,18.521,216.0,,,,
115,10/27/20 05:45:00 PM,18.521,216.0,,,,
116,10/27/20 06:00:00 PM,18.521,216.0,,,,
117,10/27/20 06:15:00 PM,18.045,0.0,,,,
118,10/27/20 06:30:00 PM,18.331,0.0,,,,
119,10/27/20 06:45:00 PM,19.092,0.0,,,,
120,10/27/20 07:00:00 PM,19.662,0.0,,,,
121,10/27/20 07:15:00 PM,19.948,0.0,,,,
122,10/27/20 07:30:00 PM,20.234,0.0,,,,
123,10/27/20 07:45:00 PM,20.424,0.0,,,,
124,10/27/20 08:00:00 PM,20.519,0.0,,,,
125,10/27/20 08:15:00 PM,20.615,0.0,,,,
126,10/27/20 08:30:00 PM,20.710,0.0,,,,
127,10/27/20 08:45:00 PM,20.805,0.0,,,,
128,10/27/20 09:00:00 PM,20.805,0.0,,,,
129,10/27/20 09:15:00 PM,20.901,0.0,,,,
130,10/27/20 09:30:00 PM,20.901,0.0,,,,
131,10/27/20 09:45:00 PM,20.901,0.0,,,,
132,10/27/20 10:00:00 PM,20.996,0.0,,,,
133,10/27/20 10:15:00 PM,20.901,0.0,,,,
134,10/27/20 10:30:00 PM,20.901,0.0,,,,
135,10/27/20 10:45:00 PM,20.901,0.0,,,,
136,10/27/20 11:00:00 PM,20.996,0.0,,,,
137,10/27/20 11:15:00 PM,20.901,0.0,,,,
138,10/27/20 11:30:00 PM,20.901,0.0,,,,
139,10/27/20 11:45:00 PM,20.901,0.0,,,,
140,10/28/20 12:00:00 AM,20.901,0.0,,,,
141,10/28/20 12:15:00 AM,20.996,0.0,,,,
142,10/28/20 12:30:00 AM,20.996,0.0,,,,
143,10/28/20 12:45:00 AM,20.996,0.0,,,,
144,10/28/20 01:00:00 AM,20.996,0.0,,,,
145,10/28/20 01:15:00 AM,20.901,0.0,,,,
146,10/28/20 01:30:00 AM,20.901,0.0,,,,
147,10/28/20 01:45:00 AM,20.901,0.0,,,,
148,10/28/20 02:00:00 AM,20.901,0.0,,,,
149,10/28/20 02:15:00 AM,20.996,0.0,,,,
150,10/28/20 02:30:00 AM,20.996,0.0,,,,
151,10/28/20 02:45:00 AM,20.996,0.0,,,,
152,10/28/20 03:00:00 AM,20.996,0.0,,,,
153,10/28/20 03:15:00 AM,20.901,0.0,,,,
154,10/28/20 03:30:00 AM,20.901,0.0,,,,
155,10/28/20 03:45:00 AM,20.901,0.0,,,,
156,10/28/20 04:00:00 AM,20.901,0.0,,,,
157,10/28/20 04:15:00 AM,20.901,0.0,,,,
158,10/28/20 04:30:00 AM,20.901,0.0,,,,
159,10/28/20 04:45:00 AM,20.996,0.0,,,,
160,10/28/20 05:00:00 AM,20.996,0.0,,,,
161,10/28/20 05:15:00 AM,20.901,0.0,,,,
162,10/28/20 05:30:00 AM,20.901,0.0,,,,
163,10/28/20 05:45:00 AM,20.901,0.0,,,,
164,10/28/20 06:00:00 AM,20.996,0.0,,,,
165,10/28/20 06:15:00 AM,21.378,224.0,,,,
166,10/28/20 06:30:00 AM,20.901,216.0,,,,
167,10/28/20 06:45:00 AM,19.948,216.0,,,,
168,10/28/20 07:00:00 AM,19.472,216.0,,,,
169,10/28/20 07:15:00 AM,19.092,216.0,,,,
170,10/28/20 07:30:00 AM,18.806,216.0,,,,
171,10/28/20 07:45:00 AM,18.616,216.0,,,,
172,10/28/20 08:00:00 AM,18.426,216.0,,,,
173,10/28/20 08:15:00 AM,18.426,216.0,,,,
174,10/28/20 08:30:00 AM,18.331,216.0,,,,
175,10/28/20 08:45:00 AM,18.236,216.0,,,,
176,10/28/20 09:00:00 AM,18.331,216.0,,,,
177,10/28/20 09:15:00 AM,18.426,216.0,,,,
178,10/28/20 09:30:00 AM,18.426,216.0,,,,
179,10/28/20 09:45:00 AM,18.426,216.0,,,,
180,10/28/20 10:00:00 AM,18.331,224.0,,,,
181,10/28/20 10:15:00 AM,18.331,216.0,,,,
182,10/28/20 10:30:00 AM,18.426,216.0,,,,
183,10/28/20 10:45:00 AM,18.426,216.0,,,,
184,10/28/20 11:00:00 AM,18.426,224.0,,,,
185,10/28/20 11:15:00 AM,18.331,216.0,,,,
186,10/28/20 11:30:00 AM,18.426,216.0,,,,
187,10/28/20 11:45:00 AM,18.426,192.0,,,,
188,10/28/20 12:00:00 PM,18.331,216.0,,,,
189,10/28/20 12:15:00 PM,18.426,216.0,,,,
190,10/28/20 12:30:00 PM,18.521,216.0,,,,
191,10/28/20 12:45:00 PM,18.521,216.0,,,,
192,10/28/20 01:00:00 PM,18.521,216.0,,,,
193,10/28/20 01:15:00 PM,18.426,216.0,,,,
194,10/28/20 01:30:00 PM,18.331,216.0,,,,
195,10/28/20 01:45:00 PM,18.331,216.0,,,,
196,10/28/20 02:00:00 PM,18.426,216.0,,,,
197,10/28/20 02:15:00 PM,18.521,216.0,,,,
198,10/28/20 02:30:00 PM,18.426,216.0,,,,
199,10/28/20 02:45:00 PM,18.426,216.0,,,,
200,10/28/20 03:00:00 PM,19.282,216.0,,,,
201,10/28/20 03:15:00 PM,19.662,216.0,,,,
202,10/28/20 03:30:00 PM,19.758,216.0,,,,
203,10/28/20 03:45:00 PM,19.758,216.0,,,,
204,10/28/20 04:00:00 PM,19.758,216.0,,,,
205,10/28/20 04:15:00 PM,19.758,216.0,,,,
206,10/28/20 04:30:00 PM,19.758,216.0,,,,
207,10/28/20 04:45:00 PM,19.758,216.0,,,,
208,10/28/20 05:00:00 PM,19.758,224.0,,,,
209,10/28/20 05:15:00 PM,19.758,216.0,,,,
210,10/28/20 05:30:00 PM,19.662,216.0,,,,
211,10/28/20 05:45:00 PM,19.758,216.0,,,,
212,10/28/20 06:00:00 PM,19.758,216.0,,,,
213,10/28/20 06:15:00 PM,19.377,0.0,,,,
214,10/28/20 06:30:00 PM,19.853,0.0,,,,
215,10/28/20 06:45:00 PM,20.615,0.0,,,,
216,10/28/20 07:00:00 PM,21.091,0.0,,,,
217,10/28/20 07:15:00 PM,21.378,0.0,,,,
218,10/28/20 07:30:00 PM,21.664,0.0,,,,
219,10/28/20 07:45:00 PM,21.855,0.0,,,,
220,10/28/20 08:00:00 PM,21.951,0.0,,,,
221,10/28/20 08:15:00 PM,22.142,0.0,,,,
222,10/28/20 08:30:00 PM,22.238,0.0,,,,
223,10/28/20 08:45:00 PM,22.238,0.0,,,,
224,10/28/20 09:00:00 PM,22.333,0.0,,,,
225,10/28/20 09:15:00 PM,22.333,0.0,,,,
226,10/28/20 09:30:00 PM,22.333,0.0,,,,
227,10/28/20 09:45:00 PM,22.429,0.0,,,,
228,10/28/20 10:00:00 PM,22.429,0.0,,,,
229,10/28/20 10:15:00 PM,22.429,0.0,,,,
230,10/28/20 10:30:00 PM,22.429,0.0,,,,
